Estado,Clave municipal,Municipio,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
Chihuahua,08052,Ojinaga, 450.07 , 170.20 , 7.96 ," 2,365.60 ", 846.34 ," 1,128.81 ", 273.24 
Chihuahua,08053,Praxedis G. Guerrero, 70.56 , 26.64 , 1.18 , 384.22 , 319.34 , 975.27 , 42.48 
Chihuahua,08054,Riva Palacio, 728.66 , 411.97 , 33.63 ," 4,300.52 ", 979.22 ," 2,045.16 "," 1,349.53 "
Chihuahua,08055,Rosales, 168.92 , 56.88 , 2.97 ," 1,190.12 ", 500.07 , 894.73 , 387.95 
Chihuahua,08056,Rosario, 16.06 , 10.44 , 0.37 , 67.31 , 128.93 , 325.53 , 43.99 
Chihuahua,08057,San Francisco de Borja, 18.53 , 10.87 , 0.57 , 230.73 , 154.84 , 703.92 , 27.72 
Chihuahua,08058,San Francisco de Conchos, 63.06 , 18.26 , 0.42 , 135.67 , 159.59 , 461.05 , 48.04 
Chihuahua,08059,San Francisco del Oro, 395.83 , 18.99 , 1.48 , 472.61 , 171.45 , 324.08 , 22.11 
Chihuahua,08060,Santa Bárbara, 50.84 , 32.47 , 2.14 , 750.19 , 390.03 , 561.04 , 67.80 
Chihuahua,08061,Satevó, 81.36 , 43.47 , 3.01 , 596.88 , 240.84 , 552.82 , 81.60 
Chihuahua,08062,Saucillo, 363.10 , 112.42 , 4.54 ," 2,303.67 ", 757.80 ," 1,071.10 ", 251.30 
Chihuahua,08063,Temósachic, 434.07 , 344.93 , 36.03 ," 4,009.06 ", 351.08 ," 1,019.40 ", 243.28 
Chihuahua,08064,El Tule, 12.59 , 9.18 , 0.98 , 160.98 , 237.99 , 293.43 , 20.99 
Chihuahua,08065,Urique, 863.36 , 707.55 , 76.77 ," 8,368.21 ", 559.49 ," 2,446.14 ", 165.58 
Chihuahua,08066,Uruachi, 364.12 , 306.01 , 30.28 ," 3,548.45 ", 238.91 ," 3,220.52 ", 96.48 
Chihuahua,08067,Valle de Zaragoza, 55.38 , 29.56 , 1.28 , 530.69 , 178.70 , 285.42 , 62.64 
Ciudad de México,09002,Azcapotzalco, 444.93 , 258.79 , 40.70 ," 8,920.60 "," 2,117.93 "," 8,846.62 ", 652.61 
Ciudad de México,09003,Coyoacán, 502.23 , 212.97 , 115.71 ," 35,664.00 "," 6,889.54 "," 13,569.79 "," 1,045.47 "
Ciudad de México,09004,Cuajimalpa de Morelos, 421.33 , 145.35 , 38.55 ," 19,384.07 "," 3,823.14 "," 5,751.86 ", 357.61 
Ciudad de México,09005,Gustavo A. Madero, 916.56 , 404.83 , 176.31 ," 51,950.12 "," 10,460.36 "," 23,796.51 "," 1,936.22 "
Ciudad de México,09006,Iztacalco, 253.21 , 124.50 , 38.64 ," 15,106.94 "," 3,201.08 "," 8,516.71 ", 634.94 
Ciudad de México,09007,Iztapalapa," 1,024.75 ", 563.06 , 166.85 ," 46,240.49 "," 10,466.07 "," 32,005.37 "," 2,884.17 "
Ciudad de México,09008,La Magdalena Contreras, 163.89 , 49.77 , 12.73 ," 4,515.92 ", 858.71 ," 3,202.79 ", 396.65 
Ciudad de México,09009,Milpa Alta, 702.63 , 185.83 , 12.00 ," 3,898.61 ", 703.60 ," 2,135.72 ", 350.48 
Ciudad de México,09010,Álvaro Obregón, 679.20 , 312.64 , 80.92 ," 29,575.97 "," 6,092.63 "," 14,879.87 "," 1,223.80 "
Ciudad de México,09011,Tláhuac, 358.86 , 139.85 , 40.41 ," 4,602.93 "," 1,499.48 "," 6,090.49 ", 621.74 
Ciudad de México,09012,Tlalpan," 1,025.77 ", 356.78 , 67.43 ," 24,108.12 "," 4,938.08 "," 13,865.38 "," 1,322.97 "
Ciudad de México,09013,Xochimilco, 369.99 , 140.06 , 24.34 ," 6,943.15 "," 1,420.80 "," 6,807.94 ", 753.35 
Ciudad de México,09014,Benito Juárez, 458.84 , 249.30 , 66.31 ," 28,060.37 "," 5,944.38 "," 11,625.08 ", 716.56 
Ciudad de México,09015,Cuauhtémoc, 408.69 , 210.61 , 67.93 ," 23,346.21 "," 4,659.93 "," 16,026.75 ", 890.46 
Ciudad de México,09016,Miguel Hidalgo, 459.86 , 235.38 , 65.93 ," 27,317.84 "," 5,627.22 "," 12,686.47 ", 645.18 
Ciudad de México,09017,Venustiano Carranza, 487.04 , 248.03 , 246.37 ," 26,804.10 "," 6,831.62 "," 12,330.69 ", 721.89 
Coahuila de Zaragoza,05001,Abasolo, 57.61 , 36.34 , 2.05 , 265.48 , 130.92 , 289.62 , 16.54 
Coahuila de Zaragoza,05002,Acuña, 593.78 , 464.06 , 48.42 ," 9,902.48 "," 2,213.03 "," 5,655.98 ", 259.39 
Coahuila de Zaragoza,05003,Allende, 81.08 , 40.42 , 2.19 ," 1,006.29 ", 435.61 ," 1,349.50 ", 42.40 
Coahuila de Zaragoza,05004,Arteaga, 438.18 , 300.18 , 37.48 ," 3,685.81 "," 1,160.19 "," 1,994.58 ", 187.33 
Coahuila de Zaragoza,05005,Candela, 45.97 , 26.73 , 1.98 , 231.81 , 86.68 , 235.86 , 20.42 
Coahuila de Zaragoza,05006,Castaños, 187.63 , 102.64 , 9.07 ," 1,760.17 ", 644.56 ," 1,310.91 ", 94.91 
Coahuila de Zaragoza,05007,Cuatro Ciénegas, 200.49 , 124.15 , 8.37 ," 1,329.56 ", 505.53 , 548.49 , 141.15 
Coahuila de Zaragoza,05008,Escobedo, 22.86 , 16.35 , 1.30 , 147.48 , 185.66 , 391.36 , 18.63 
Coahuila de Zaragoza,05009,Francisco I. Madero, 588.26 , 471.85 , 19.18 ," 4,956.45 ", 843.76 ," 2,088.70 "," 3,370.26 "
Coahuila de Zaragoza,05010,Frontera, 327.95 , 249.25 , 404.05 ," 5,095.24 "," 1,662.00 "," 4,759.61 ", 127.76 
Coahuila de Zaragoza,05011,General Cepeda, 236.66 , 91.82 , 4.10 , 625.91 , 398.01 , 710.77 , 89.22 
Coahuila de Zaragoza,05012,Guerrero, 44.11 , 20.52 , 0.75 , 146.09 , 107.54 , 365.17 , 25.67 
Coahuila de Zaragoza,05013,Hidalgo, 14.46 , 6.87 , 356.07 , 25.56 , 85.21 , 176.43 , 8.18 
Coahuila de Zaragoza,05014,Jiménez, 87.90 , 55.32 , 3.16 , 463.00 , 301.46 , 577.68 , 62.80 
Coahuila de Zaragoza,05015,Juárez, 7.68 , 5.92 , 0.26 , 85.38 , 62.15 , 164.53 , 14.08 
Coahuila de Zaragoza,05016,Lamadrid, 11.97 , 6.17 , 0.26 , 104.47 , 70.07 , 203.83 , 9.10 
Coahuila de Zaragoza,05017,Matamoros, 712.83 , 568.88 , 26.02 ," 7,276.08 "," 1,566.13 "," 4,764.26 "," 3,565.19 "
Coahuila de Zaragoza,05018,Monclova," 14,327.53 "," 9,500.00 "," 6,441.51 "," 80,971.89 "," 29,983.78 "," 9,763.26 ", 629.76 
Coahuila de Zaragoza,05019,Morelos, 70.47 , 35.41 , 1.90 , 608.75 , 278.19 , 973.99 , 41.54 
Coahuila de Zaragoza,05020,Múzquiz, 400.53 , 296.38 , 30.09 ," 5,632.71 "," 1,072.72 "," 2,077.39 ", 187.25 
Coahuila de Zaragoza,05021,Nadadores, 80.01 , 57.84 , 4.41 , 790.32 , 259.34 , 719.61 , 35.47 
Coahuila de Zaragoza,05022,Nava," 8,794.50 "," 5,563.65 "," 202,390.55 "," 5,616.30 "," 42,265.99 "," 1,935.90 ", 89.28 
Coahuila de Zaragoza,05023,Ocampo," 1,237.66 ", 767.52 , 75.06 ," 8,185.84 ", 493.96 , 893.36 , 209.34 
Coahuila de Zaragoza,05024,Parras, 630.21 , 247.58 , 12.55 ," 3,279.49 "," 1,229.76 "," 1,537.23 ", 180.77 
Coahuila de Zaragoza,05025,Piedras Negras, 429.43 , 337.10 , 39.73 ," 11,199.49 "," 2,966.27 "," 6,394.05 ", 242.12 
Coahuila de Zaragoza,05026,Progreso, 21.90 , 8.63 , 0.66 , 127.40 , 112.85 , 177.72 , 18.24 
Coahuila de Zaragoza,05027,Ramos Arizpe," 1,533.96 "," 1,177.50 ", 58.40 ," 8,000.49 "," 4,938.51 "," 6,019.65 ", 366.57 
Coahuila de Zaragoza,05028,Sabinas, 159.04 , 115.33 , 11.09 ," 4,529.85 "," 1,239.25 "," 2,250.85 ", 116.73 
Coahuila de Zaragoza,05029,Sacramento, 13.26 , 7.86 , 0.29 , 119.45 , 140.52 , 496.61 , 10.61 
Coahuila de Zaragoza,05030,Saltillo," 2,865.75 "," 2,193.96 ", 168.85 ," 52,542.16 "," 14,068.50 "," 24,379.39 "," 1,021.27 "
Coahuila de Zaragoza,05031,San Buenaventura, 169.67 , 120.11 , 10.20 ," 2,309.89 ", 419.67 , 800.80 , 71.87 
Coahuila de Zaragoza,05032,San Juan de Sabinas, 108.22 , 84.38 , 6.29 ," 3,251.01 ", 837.52 ," 1,635.50 ", 83.31 
Coahuila de Zaragoza,05033,San Pedro, 886.25 , 510.60 , 88.69 ," 5,994.04 "," 1,200.25 "," 2,905.41 "," 2,217.88 "
Coahuila de Zaragoza,05034,Sierra Mojada, 137.78 , 63.61 , 11.00 , 380.13 , 465.61 , 234.99 , 56.75 
Coahuila de Zaragoza,05035,Torreón," 1,706.82 "," 1,330.48 "," 1,342.64 "," 37,464.18 "," 10,712.14 "," 21,304.94 "," 1,014.31 "
Coahuila de Zaragoza,05036,Viesca, 199.74 , 128.93 , 5.77 ," 1,315.22 ", 386.75 , 912.42 ," 1,241.65 "
Coahuila de Zaragoza,05037,Villa Unión, 66.33 , 34.14 , 1.77 , 311.95 , 256.39 , 653.33 , 41.09 
Coahuila de Zaragoza,05038,Zaragoza, 366.42 , 256.54 , 25.47 ," 2,856.86 ", 562.85 , 624.56 , 101.98 
Colima,06001,Armería, 243.89 , 172.33 , 493.86 ," 3,482.17 "," 1,213.00 "," 10,485.53 ", 223.79 
Colima,06002,Colima, 864.11 , 608.21 , 66.83 ," 24,225.70 "," 4,923.87 "," 16,752.75 ", 983.99 
Colima,06003,Comala, 202.94 , 152.44 , 10.65 ," 2,519.62 ", 890.77 ," 6,696.16 ", 738.67 
Colima,06004,Coquimatlán, 340.91 , 279.18 , 18.68 ," 3,609.20 ", 886.43 ," 8,629.09 ", 421.66 
Colima,06005,Cuauhtémoc," 3,436.03 "," 2,122.83 ", 977.69 ," 4,960.92 "," 2,185.16 "," 7,319.82 ", 307.78 
Colima,06006,Ixtlahuacán, 75.74 , 36.86 , 22.02 , 596.86 , 410.52 ," 12,042.71 ", 47.31 
Colima,06007,Manzanillo," 7,535.03 "," 5,900.81 "," 45,340.19 "," 23,113.37 "," 10,542.18 "," 16,935.26 ", 477.98 
Colima,06008,Minatitlán, 127.87 , 97.73 , 5.03 ," 1,220.35 ", 242.24 ," 5,081.98 ", 90.03 
Colima,06009,Tecomán, 635.50 , 418.20 , 77.27 ," 14,651.99 "," 4,563.19 "," 12,299.61 ", 740.96 
Colima,06010,Villa de Álvarez, 381.63 , 285.38 , 26.95 ," 14,054.76 "," 2,932.50 "," 10,942.50 ", 476.36 
Durango,10001,Canatlán, 478.30 , 270.92 , 17.80 ," 2,988.23 ", 737.74 ," 1,200.10 ", 505.05 
Durango,10002,Canelas, 45.81 , 28.70 , 1.66 , 299.09 , 80.31 , 325.17 , 56.25 
Durango,10003,Coneto de Comonfort, 24.82 , 14.27 , 0.53 , 133.64 , 104.98 , 317.64 , 79.44 
Durango,10004,Cuencamé, 634.64 , 159.74 , 6.56 ," 1,265.24 ", 642.37 ," 1,134.29 ", 409.05 
Durango,10005,Durango," 5,255.89 "," 4,261.00 ", 218.28 ," 60,845.65 "," 17,226.32 "," 21,085.05 "," 1,587.03 "
Durango,10006,General Simón Bolívar, 83.59 , 31.99 , 1.24 , 293.87 , 171.49 , 551.78 , 149.27 
Durango,10007,Gómez Palacio," 2,089.80 "," 1,724.22 ", 293.46 ," 32,266.01 "," 10,863.86 "," 15,789.04 "," 12,981.10 "
Durango,10008,Guadalupe Victoria, 492.81 , 192.92 , 8.63 ," 2,230.80 "," 1,067.59 "," 2,487.24 ", 331.96 
Durango,10009,Guanaceví, 90.48 , 53.21 , 2.96 , 723.70 , 138.00 , 389.98 , 180.25 
Durango,10010,Hidalgo, 70.51 , 29.72 , 1.41 , 512.71 , 153.32 , 190.87 , 179.20 
Durango,10011,Indé, 82.94 , 35.99 , 2.90 , 398.07 , 300.24 , 575.38 , 179.90 
Durango,10012,Lerdo," 1,489.68 "," 1,058.78 "," 21,906.23 "," 11,279.73 "," 6,394.98 "," 4,317.21 "," 4,116.70 "
Durango,10013,Mapimí, 128.13 , 66.96 , 6.54 ," 1,409.50 ", 789.24 , 934.82 ," 9,770.55 "
Durango,10014,Mezquital, 927.87 , 703.98 , 66.91 ," 7,890.40 ", 344.76 ," 1,736.99 ", 514.14 
Durango,10015,Nazas, 151.44 , 51.76 , 2.06 , 692.44 , 273.86 , 623.62 , 117.60 
Durango,10016,Nombre de Dios, 143.70 , 53.66 , 2.14 , 757.61 , 425.09 ," 1,113.20 ", 140.66 
Durango,10017,Ocampo, 115.02 , 72.07 , 4.59 ," 1,599.91 ", 509.97 , 739.53 , 290.17 
Durango,10018,El Oro, 88.25 , 48.73 , 2.98 , 952.90 , 365.43 , 685.05 , 201.90 
Durango,10019,Otáez, 158.26 , 124.06 , 11.94 ," 1,386.84 ", 130.41 ," 1,288.52 ", 75.52 
Durango,10020,Pánuco de Coronado, 444.56 , 67.92 , 3.19 , 638.29 , 728.58 ," 2,085.76 ", 159.86 
Durango,10021,Peñón Blanco, 201.42 , 116.56 , 10.87 ," 1,334.62 ", 514.54 ," 1,102.43 ", 121.52 
Durango,10022,Poanas, 371.04 , 163.90 , 4.63 ," 1,286.75 ", 591.82 ," 1,436.24 ", 212.65 
Durango,10023,Pueblo Nuevo," 1,045.55 ", 860.74 , 81.34 ," 10,768.79 ", 889.62 ," 2,962.12 ", 464.41 
Durango,10024,Rodeo, 67.12 , 30.06 , 1.38 , 531.04 , 226.78 , 508.59 , 97.51 
Durango,10025,San Bernardo, 55.72 , 30.86 , 1.94 , 343.95 , 117.69 , 306.34 , 141.75 
Durango,10026,San Dimas, 821.39 , 666.38 , 72.77 ," 7,991.03 ", 546.34 ," 1,200.89 ", 337.65 
Durango,10027,San Juan de Guadalupe, 35.14 , 19.20 , 1.64 , 218.20 , 203.65 , 319.40 , 55.13 
Durango,10028,San Juan del Río, 108.81 , 48.66 , 49.31 , 894.16 ," 1,061.07 ", 912.83 , 183.70 
Durango,10029,San Luis del Cordero, 3.88 , 2.21 , 0.11 , 73.16 , 161.62 , 494.03 , 19.03 
Durango,10030,San Pedro del Gallo, 10.50 , 6.27 , 0.13 , 52.44 , 75.30 , 221.84 , 35.31 
Durango,10031,Santa Clara, 21.20 , 12.34 , 0.52 , 200.53 , 314.86 , 932.99 , 178.94 
Durango,10032,Santiago Papasquiaro, 821.12 , 575.74 , 43.39 ," 6,939.51 "," 1,195.41 "," 2,096.64 ", 539.66 
Durango,10033,Súchil, 177.01 , 128.94 , 5.02 , 971.60 , 215.35 , 648.09 , 81.31 
Durango,10034,Tamazula, 225.00 , 129.95 , 7.16 ," 2,894.76 ", 688.45 ," 3,256.87 ", 305.43 
Durango,10035,Tepehuanes, 740.44 , 591.49 , 60.82 ," 7,238.15 ", 510.44 ," 1,119.66 ", 205.26 
Durango,10036,Tlahualilo, 286.12 , 84.46 , 2.75 , 816.86 , 307.36 ," 1,102.61 "," 8,092.07 "
Durango,10037,Topia, 118.68 , 89.51 , 7.06 , 973.57 , 144.49 ," 1,091.05 ", 84.43 
Durango,10038,Vicente Guerrero, 154.31 , 58.55 , 2.99 ," 1,243.36 ", 731.71 ," 1,935.53 ", 108.81 
Durango,10039,Nuevo Ideal, 276.99 , 118.39 , 6.33 ," 1,790.83 ", 700.53 ," 1,649.44 ", 433.82 
Guanajuato,11001,Abasolo," 1,557.89 "," 1,034.78 ", 108.65 ," 10,011.07 "," 3,507.49 "," 12,103.40 "," 1,167.52 "
Guanajuato,11002,Acámbaro, 750.24 , 505.73 , 54.89 ," 7,854.01 "," 3,825.46 "," 11,645.87 ", 739.32 
Guanajuato,11003,San Miguel de Allende, 843.03 , 555.85 , 59.00 ," 10,305.12 "," 4,585.52 "," 9,378.15 "," 4,241.00 "
Guanajuato,11004,Apaseo el Alto, 683.96 , 354.85 , 31.93 ," 4,916.23 "," 2,252.32 "," 5,461.70 ", 452.61 
Guanajuato,11005,Apaseo el Grande, 377.55 , 233.49 , 48.98 ," 3,737.55 "," 2,193.99 "," 5,502.33 ", 974.73 
Guanajuato,11006,Atarjea, 560.25 , 536.38 , 13.31 ," 4,153.82 ", 280.47 ," 3,989.42 ", 73.27 
Guanajuato,11007,Celaya," 2,115.85 ", 979.10 , 180.14 ," 34,071.79 "," 9,568.47 "," 19,062.76 "," 1,242.89 "
Guanajuato,11008,Manuel Doblado, 600.51 , 343.48 , 34.89 ," 4,194.98 "," 2,830.64 "," 9,005.35 ", 708.41 
Guanajuato,11009,Comonfort, 584.55 , 408.86 , 99.10 ," 4,507.87 "," 2,821.83 "," 6,339.87 ", 501.39 
Guanajuato,11010,Coroneo, 283.99 , 252.08 , 9.42 ," 2,349.34 ", 527.99 ," 2,316.79 ", 108.28 
Guanajuato,11011,Cortazar, 596.00 , 293.65 , 26.49 ," 6,470.35 "," 2,224.33 "," 6,063.51 ", 568.18 
Guanajuato,11012,Cuerámaro, 454.76 , 273.61 , 19.80 ," 2,901.64 "," 1,033.93 "," 3,439.81 ", 295.96 
Guanajuato,11013,Doctor Mora, 331.77 , 247.39 , 15.14 ," 2,636.83 ", 945.96 ," 2,542.02 ", 356.05 
Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional, 705.93 , 447.63 , 49.86 ," 8,950.83 "," 4,965.20 "," 9,111.33 "," 1,627.55 "
Guanajuato,11015,Guanajuato, 580.31 , 387.72 , 46.75 ," 13,526.59 "," 3,702.31 "," 6,438.82 ", 548.49 
Guanajuato,11016,Huanímaro, 454.92 , 253.35 , 16.27 ," 2,317.95 ", 797.22 ," 2,434.10 ", 231.32 
Guanajuato,11017,Irapuato," 2,679.42 "," 1,116.42 ", 290.70 ," 38,722.00 "," 10,596.89 "," 21,439.77 "," 1,769.12 "
Guanajuato,11018,Jaral del Progreso, 375.78 , 210.74 , 96.21 ," 2,458.12 "," 1,061.38 "," 3,256.48 ", 222.21 
Guanajuato,11019,Jerécuaro, 602.70 , 432.15 , 60.57 ," 4,395.58 "," 3,365.06 "," 7,570.22 ", 684.04 
Guanajuato,11020,León," 3,602.27 "," 2,218.74 ", 434.19 ," 96,270.59 "," 24,447.27 "," 49,517.19 "," 2,407.87 "
Guanajuato,11021,Moroleón, 187.44 , 122.59 , 21.97 ," 8,887.19 "," 1,543.38 "," 3,350.68 ", 134.30 
Guanajuato,11022,Ocampo, 677.00 , 372.24 , 31.00 ," 3,101.62 "," 1,988.59 "," 4,041.89 ", 504.53 
Guanajuato,11023,Pénjamo," 1,376.41 ", 746.55 , 137.08 ," 11,911.49 "," 6,780.49 "," 20,233.66 "," 2,483.82 "
Guanajuato,11024,Pueblo Nuevo, 187.91 , 131.76 , 8.13 ," 1,881.78 ", 512.26 ," 1,378.08 ", 120.78 
Guanajuato,11025,Purísima del Rincón, 399.60 , 224.10 , 15.20 ," 5,217.03 "," 1,492.66 "," 4,685.47 ", 928.84 
Guanajuato,11026,Romita, 510.34 , 327.18 , 34.78 ," 3,880.64 "," 2,492.16 "," 5,261.66 ", 630.14 
Guanajuato,11027,Salamanca," 2,665.06 "," 1,614.55 "," 15,142.43 "," 21,185.29 "," 10,270.15 "," 21,972.28 "," 1,144.22 "
Guanajuato,11028,Salvatierra, 538.17 , 297.43 , 126.67 ," 5,634.07 "," 3,125.58 "," 7,466.54 "," 1,129.90 "
Guanajuato,11029,San Diego de la Unión, 401.38 , 298.74 , 20.85 ," 2,928.65 "," 1,971.17 "," 4,573.77 ", 601.85 
Guanajuato,11030,San Felipe," 1,605.24 ", 925.03 , 139.36 ," 9,430.50 "," 6,069.67 "," 10,849.54 "," 2,013.74 "
Guanajuato,11031,San Francisco del Rincón, 363.73 , 195.88 , 27.20 ," 6,510.47 "," 2,490.26 "," 5,866.10 ", 545.43 
Guanajuato,11032,San José Iturbide, 479.43 , 344.68 , 27.09 ," 5,387.64 "," 2,124.94 "," 5,897.58 ", 620.32 
Guanajuato,11033,San Luis de la Paz," 1,569.71 "," 1,402.03 ", 87.07 ," 9,394.62 "," 5,693.80 "," 7,297.56 "," 1,056.54 "
Guanajuato,11034,Santa Catarina, 363.45 , 346.80 , 6.06 ," 2,788.09 ", 148.71 ," 2,716.46 ", 58.20 
Guanajuato,11035,Santa Cruz de Juventino Rosas, 567.19 , 341.58 , 32.77 ," 4,861.34 "," 2,110.58 "," 5,922.37 ", 609.34 
Guanajuato,11036,Santiago Maravatío, 182.73 , 154.86 , 6.47 ," 1,426.58 ", 317.69 ," 2,257.40 ", 55.11 
Guanajuato,11037,Silao de la Victoria," 2,081.38 "," 1,169.09 ", 103.68 ," 11,468.19 "," 4,759.05 "," 12,543.18 ", 792.50 
Guanajuato,11038,Tarandacuao, 147.51 , 123.84 , 9.49 ," 1,324.26 ", 590.28 ," 1,679.92 ", 103.51 
Guanajuato,11039,Tarimoro, 304.97 , 193.78 , 18.11 ," 2,639.27 "," 1,381.75 "," 4,688.19 ", 278.82 
Guanajuato,11040,Tierra Blanca, 407.52 , 387.97 , 10.15 ," 3,226.02 ", 294.68 ," 3,313.18 ", 212.70 
Guanajuato,11041,Uriangato, 157.59 , 112.47 , 11.59 ," 7,846.15 "," 1,103.02 "," 3,520.70 ", 143.04 
Guanajuato,11042,Valle de Santiago, 974.14 , 496.26 , 70.91 ," 8,986.53 "," 4,558.30 "," 11,844.82 "," 1,071.33 "
Guanajuato,11043,Victoria, 522.52 , 484.85 , 17.31 ," 4,197.70 ", 723.99 ," 4,369.52 ", 262.88 
Guanajuato,11044,Villagrán, 763.74 , 380.18 , 107.29 ," 3,690.93 "," 1,558.86 "," 2,695.41 ", 543.66 
Guanajuato,11045,Xichú, 537.80 , 503.48 , 14.44 ," 3,814.55 ", 443.66 ," 9,021.07 ", 193.38 
Guanajuato,11046,Yuriria, 652.87 , 439.36 , 48.26 ," 6,259.52 "," 2,563.37 "," 10,329.67 ", 540.20 
Guerrero,12001,Acapulco de Juárez," 2,436.25 "," 2,016.11 ", 166.05 ," 78,543.27 "," 16,914.77 "," 35,724.70 "," 1,476.84 "
Guerrero,12002,Ahuacuotzingo, 332.62 , 279.02 , 16.11 ," 2,924.86 "," 1,158.89 "," 10,259.61 ", 201.45 
Guerrero,12003,Ajuchitlán del Progreso, 845.98 , 717.44 , 24.19 ," 5,933.40 "," 1,938.44 "," 15,098.85 ", 600.51 
Guerrero,12004,Alcozauca de Guerrero, 186.62 , 152.74 , 7.46 ," 1,811.33 ", 466.73 ," 5,501.13 ", 134.29 
Guerrero,12005,Alpoyeca, 65.82 , 56.46 , 3.49 , 887.16 , 199.05 ," 1,210.59 ", 40.58 
Guerrero,12006,Apaxtla, 153.94 , 128.64 , 4.10 ," 1,010.02 ", 648.03 ," 5,475.67 ", 166.35 
Guerrero,12007,Arcelia, 658.56 , 535.22 , 20.44 ," 6,971.22 "," 1,488.50 "," 6,833.30 ", 415.60 
Guerrero,12008,Atenango del Río, 230.31 , 191.62 , 13.69 ," 2,527.48 ", 715.89 ," 5,719.14 ", 173.84 
Guerrero,12009,Atlamajalcingo del Monte, 53.39 , 44.09 , 1.35 , 407.92 , 97.07 ," 1,317.34 ", 47.63 
Guerrero,12010,Atlixtac, 222.69 , 191.81 , 7.27 ," 1,908.23 ", 580.94 ," 3,871.36 ", 188.92 
Guerrero,12011,Atoyac de Álvarez, 652.25 , 492.73 , 15.92 ," 5,970.03 "," 1,866.41 "," 41,535.72 "," 1,416.65 "
Guerrero,12012,Ayutla de los Libres, 623.50 , 525.40 , 19.73 ," 5,950.66 "," 2,082.91 "," 8,775.17 ", 554.57 
Guerrero,12013,Azoyú, 144.82 , 120.22 , 3.84 ," 1,608.10 "," 1,091.28 "," 4,776.83 ", 178.01 
Guerrero,12014,Benito Juárez, 107.97 , 71.61 , 2.83 ," 1,665.62 ", 836.60 ," 1,876.42 ", 138.63 
Guerrero,12015,Buenavista de Cuéllar, 144.24 , 116.20 , 7.12 ," 7,341.92 "," 1,657.66 "," 3,526.60 ", 109.61 
Guerrero,12016,Coahuayutla de José María Izazaga, 226.26 , 175.64 , 5.76 ," 1,224.38 "," 2,125.56 "," 25,508.82 ", 173.02 
Guerrero,12017,Cocula, 425.58 , 324.52 , 6.13 ," 1,667.45 ", 713.05 ," 4,045.12 ", 193.41 
Guerrero,12018,Copala, 165.37 , 131.76 , 4.19 ," 1,597.47 "," 1,013.26 "," 3,004.24 ", 129.32 
Guerrero,12019,Copalillo, 130.65 , 109.92 , 3.85 ," 1,099.28 ", 903.49 ," 9,548.99 ", 147.43 
Guerrero,12020,Copanatoyac, 140.34 , 122.46 , 3.77 ," 1,197.20 ", 453.01 ," 2,042.02 ", 136.69 
Guerrero,12021,Coyuca de Benítez, 798.35 , 638.86 , 26.95 ," 10,588.16 "," 3,463.26 "," 31,599.10 ", 678.84 
Guerrero,12022,Coyuca de Catalán, 772.19 , 580.53 , 20.82 ," 3,824.28 "," 2,514.43 "," 19,485.34 ", 529.84 
Guerrero,12023,Cuajinicuilapa, 329.65 , 244.45 , 9.62 ," 6,873.89 "," 3,009.10 "," 7,607.79 ", 413.09 
Guerrero,12024,Cualác, 69.72 , 58.46 , 1.83 , 665.45 , 308.33 ," 2,546.82 ", 57.00 
Guerrero,12025,Cuautepec, 251.66 , 196.46 , 7.55 ," 1,643.24 ", 740.53 ," 4,196.86 ", 185.70 
Guerrero,12026,Cuetzala del Progreso, 122.32 , 104.99 , 3.33 , 941.45 , 666.97 ," 3,944.14 ", 114.92 
Guerrero,12027,Cutzamala de Pinzón, 556.00 , 475.94 , 18.11 ," 7,689.13 "," 2,533.01 "," 12,378.08 ", 272.29 
Guerrero,12028,Chilapa de Álvarez, 765.43 , 690.22 , 19.76 ," 5,323.24 "," 1,030.99 "," 6,794.58 ", 608.19 
Guerrero,12029,Chilpancingo de los Bravo," 1,531.00 "," 1,280.37 ", 94.91 ," 32,236.45 "," 5,616.64 "," 38,603.54 ", 659.19 
Guerrero,12030,Florencio Villarreal, 213.91 , 165.54 , 5.21 ," 1,999.61 ", 864.88 ," 2,631.26 ", 188.67 
Guerrero,12031,General Canuto A. Neri, 118.12 , 99.27 , 3.17 , 772.68 , 251.76 ," 2,557.78 ", 130.96 
Guerrero,12032,General Heliodoro Castillo, 486.35 , 380.96 , 12.74 ," 2,807.78 "," 1,120.44 "," 16,006.67 ", 315.33 
Guerrero,12033,Huamuxtitlán, 164.88 , 137.46 , 7.63 ," 2,766.16 ", 605.98 ," 2,804.56 ", 84.21 
Guerrero,12034,Huitzuco de los Figueroa, 395.64 , 317.90 , 13.19 ," 6,685.31 "," 1,865.89 "," 11,430.16 ", 404.30 
Guerrero,12035,Iguala de la Independencia, 527.02 , 436.32 , 24.54 ," 14,834.94 "," 3,150.96 "," 8,846.03 ", 426.84 
Guerrero,12036,Igualapa, 145.92 , 122.48 , 4.21 ," 1,259.46 ", 344.65 ," 2,561.32 ", 115.81 
Guerrero,12037,Ixcateopan de Cuauhtémoc, 55.63 , 43.59 , 1.35 , 539.45 , 220.21 ," 1,353.72 ", 64.63 
Guerrero,12038,Zihuatanejo de Azueta, 558.68 , 449.33 , 32.79 ," 13,834.92 "," 4,308.81 "," 17,001.14 ", 423.27 
